,Cell Index,Cell X,Cell Y,Height,Azimuth,Electrical Downtilt,Mechanical Downtilt,Frequency Band,RS Power,Cell Altitude,Cell Building Height,Cell Clutter Index,X,Y,Altitude,Building Height,Clutter Index,RSRP,Station Absolute Height,X Distance,Y Distance,Distance To Station,Altitude Delta,Azimuth To Station,Height Delta,Station Total Downtilt,Station Downtilt Delta,Vertical Degree
0,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,404160,3394575,506,0,5,-95.0,526,295.0,190.0,350.891721190455,0,2.784280865869164,-20,13,-7,3.262194604693493
1,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,404165,3394580,505,0,5,-83.0,526,300.0,195.0,357.80581325629686,-1,3.0238675557966417,-21,13,-7,3.3588964470891356
2,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,404140,3394570,506,0,5,-88.67,526,275.0,185.0,331.436268383531,0,3.9297974220606307,-20,13,-7,3.4532362481294974
3,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,404155,3394575,506,0,5,-90.75,526,290.0,190.0,346.69871646719434,0,3.2317110679793473,-20,13,-7,3.3015611159753977
4,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,404145,3394565,506,84,5,-85.5,526,280.0,180.0,332.86633954186476,0,2.73522627210761,-20,13,-7,3.4384360139179364
5,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403880,3394190,506,6,6,-100.0,526,15.0,-195.0,195.57607215607945,0,-115.60129464500447,-20,13,-7,5.838883961363821
6,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403855,3394235,506,0,10,-88.33,526,-10.0,-150.0,150.33296378372907,0,-123.81407483429037,-20,13,-7,7.578018126690046
7,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403860,3394210,506,0,5,-92.5,526,-5.0,-175.0,175.07141400011596,0,-121.63657704161672,-20,13,-7,6.517165121040428
8,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403910,3394180,506,0,6,-89.5,526,45.0,-205.0,209.88091861815357,0,-107.61924307119283,-20,13,-7,5.44340020938867
9,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403890,3394200,506,6,6,-90.75,526,25.0,-185.0,186.6815470259447,0,-112.30394827798344,-20,13,-7,6.115019793815877
10,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403900,3394170,507,0,6,-89.5,526,35.0,-215.0,217.83020910791964,1,-110.75388725443676,-19,13,-7,4.984944955376254
11,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403915,3394175,506,0,6,-90.75,526,50.0,-210.0,215.87033144922904,0,-106.6075022462489,-20,13,-7,5.293240796259826
12,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403885,3394185,506,0,6,-92.0,526,20.0,-200.0,200.9975124224178,0,-114.28940686250037,-20,13,-7,5.6824384835168384
13,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403850,3394240,506,0,10,-92.0,526,-15.0,-145.0,145.7737973711325,0,-125.9061411137705,-20,13,-7,7.812142384069066
14,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403935,3394230,505,0,5,-95.75,526,70.0,-155.0,170.07351351694948,-1,-95.69545073406329,-21,13,-7,7.039025825832674
15,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403940,3394215,505,0,5,-92.67,526,75.0,-170.0,185.80904176062046,-1,-96.19405648154229,-21,13,-7,6.448164482103017
16,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403925,3394240,505,0,6,-94.11,526,60.0,-145.0,156.92354826475216,-1,-97.5205656028969,-21,13,-7,7.62221454752919
17,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403955,3394210,506,0,5,-96.0,526,90.0,-175.0,196.78668654154427,0,-92.78388844269253,-20,13,-7,5.803209570858001
18,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403930,3394225,505,0,5,-94.33,526,65.0,-160.0,172.69916039170545,-1,-97.89055165624833,-21,13,-7,6.933056888128816
19,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403985,3394180,507,0,6,-111.5,526,120.0,-205.0,237.53947040439405,1,-89.65675111576043,-19,13,-7,4.573164464921438
20,1759601,403865.0,3394385.0,20,210,3,10,2585.0,9.2,506,0,5,403945,3394220,505,0,5,-99.5,526,80.0,-165.0,183.3712082089225,-1,-94.13364320590549,-21,13,-7,6.533153456544388
